intern_id,module_id,rating,completed
INT-0135,M13,3,1
INT-0135,M04,3,1
INT-0135,M10,4,1
INT-0135,M07,5,1
INT-0136,M05,3,1
INT-0136,M01,3,1
INT-0136,M08,3,1
INT-0136,M04,3,1
INT-0136,M12,3,0
INT-0136,M03,4,1
INT-0136,M06,2,1
INT-0136,M09,4,1
INT-0137,M06,3,1
INT-0137,M08,4,1
INT-0137,M01,3,0
INT-0137,M10,4,1
INT-0137,M05,3,0
INT-0137,M14,5,1
INT-0137,M03,3,0
INT-0137,M11,4,1
INT-0138,M13,3,0
INT-0138,M01,3,0
INT-0138,M02,4,1
INT-0138,M04,2,1
INT-0138,M15,3,1
INT-0138,M06,3,1
INT-0138,M14,2,0
INT-0138,M11,3,1
INT-0138,M05,4,1
INT-0138,M07,4,1
INT-0139,M09,4,1
INT-0139,M13,3,1
INT-0139,M04,4,0
INT-0139,M06,5,0
INT-0139,M11,3,1
INT-0139,M05,4,1
INT-0139,M07,4,1
INT-0139,M02,3,1
INT-0140,M01,4,1
INT-0140,M05,4,1
INT-0140,M07,3,0
INT-0140,M02,5,1
INT-0140,M03,3,1
INT-0140,M15,3,1
INT-0141,M13,4,1
INT-0141,M04,4,0
INT-0141,M07,4,1
INT-0141,M08,3,1
INT-0141,M06,5,1
INT-0141,M03,3,0
INT-0141,M01,4,1
INT-0142,M13,3,1
INT-0142,M12,4,1
INT-0142,M05,4,1
INT-0142,M11,4,1
INT-0142,M14,3,1
INT-0142,M08,2,1
INT-0142,M02,4,1
INT-0142,M07,3,1
INT-0142,M04,3,1
INT-0142,M10,5,1
INT-0143,M03,3,1
INT-0143,M04,3,1
INT-0143,M07,4,1
INT-0143,M02,3,0
INT-0143,M12,4,1
INT-0143,M06,4,1
INT-0144,M10,4,1
INT-0144,M07,5,1
INT-0144,M01,4,1
INT-0144,M15,3,1
INT-0144,M06,4,0
INT-0145,M08,3,1
INT-0145,M09,2,1
INT-0145,M02,3,1
INT-0145,M01,4,1
INT-0145,M07,4,1
INT-0145,M11,4,1
INT-0145,M14,4,1
INT-0145,M03,3,1
INT-0145,M04,3,1
INT-0146,M15,4,1
INT-0146,M06,3,1
INT-0146,M09,3,1
INT-0146,M03,4,1
INT-0146,M12,3,1
INT-0146,M10,3,1
INT-0146,M07,3,1
INT-0146,M14,3,0
INT-0146,M08,3,1
INT-0146,M13,3,0
INT-0146,M11,4,1
INT-0147,M04,5,0
INT-0147,M05,4,0
INT-0147,M07,3,0
INT-0147,M09,3,1
INT-0147,M12,3,1
INT-0148,M10,4,1
INT-0148,M07,3,1
INT-0148,M14,3,1
INT-0148,M15,4,1
INT-0148,M01,5,1
INT-0148,M03,4,1
INT-0149,M10,4,1
INT-0149,M11,4,1
INT-0149,M12,3,0
INT-0149,M09,4,1
INT-0149,M07,4,1
INT-0149,M13,4,1
INT-0149,M15,4,1
INT-0149,M08,3,1
INT-0149,M02,5,1
INT-0149,M04,4,1
INT-0149,M03,5,1
INT-0150,M09,3,0
INT-0150,M01,5,1
INT-0150,M02,4,1
INT-0150,M05,4,1
INT-0150,M03,5,1
INT-0151,M06,4,1
INT-0151,M13,2,1
INT-0151,M15,4,1
INT-0151,M14,3,0
INT-0151,M01,5,1
INT-0151,M10,3,0
INT-0151,M11,3,1
INT-0151,M09,4,0
INT-0151,M08,3,1
INT-0151,M05,3,1
INT-0152,M07,3,1
INT-0152,M14,3,1
INT-0152,M06,3,0
INT-0152,M05,3,1
INT-0152,M12,2,1
INT-0152,M15,5,0
INT-0152,M08,3,1
INT-0152,M04,3,1
INT-0152,M11,4,1
INT-0153,M03,4,1
INT-0153,M08,2,1
INT-0153,M02,5,1
INT-0153,M15,3,0
INT-0153,M04,5,1
INT-0153,M12,4,1
INT-0153,M07,3,1
INT-0153,M01,4,1
INT-0153,M06,3,1
INT-0153,M10,4,1
INT-0153,M13,4,1
INT-0154,M12,4,1
INT-0154,M01,5,0
INT-0154,M08,3,1
INT-0154,M13,4,0
INT-0154,M09,3,1
INT-0154,M06,4,1
INT-0154,M05,4,1
INT-0154,M07,4,1
INT-0154,M04,3,1
INT-0155,M09,4,1
INT-0155,M01,4,1
INT-0155,M14,3,1
INT-0155,M02,4,1
INT-0155,M06,2,1
INT-0155,M10,2,0
INT-0155,M11,3,1
INT-0155,M07,3,1
INT-0156,M12,3,0
INT-0156,M02,4,1
INT-0156,M03,3,1
INT-0156,M15,2,1
INT-0156,M08,3,0
INT-0157,M03,4,1
INT-0157,M11,3,1
INT-0157,M02,4,1
INT-0157,M14,4,1
INT-0157,M15,2,1
INT-0157,M04,4,1
INT-0157,M09,3,0
INT-0157,M08,1,0
INT-0157,M05,3,1
INT-0157,M10,4,0
INT-0158,M10,4,1
INT-0158,M06,5,1
INT-0158,M13,3,1
INT-0158,M01,4,1
INT-0158,M07,4,1
INT-0158,M03,3,1
INT-0158,M04,4,1
INT-0159,M05,4,1
INT-0159,M04,3,0
INT-0159,M15,3,1
INT-0159,M03,3,1
INT-0159,M01,4,1
INT-0159,M14,3,1
INT-0159,M13,2,1
INT-0160,M13,3,1
INT-0160,M03,3,0
INT-0160,M12,2,1
INT-0160,M14,2,1
INT-0160,M10,3,1
INT-0160,M09,4,1
INT-0160,M04,3,1
INT-0160,M15,4,1
INT-0160,M11,3,0
INT-0160,M05,4,1
INT-0161,M07,3,1
INT-0161,M14,2,0
INT-0161,M11,3,1
INT-0161,M01,5,1
INT-0161,M04,5,1
INT-0161,M08,3,1
INT-0161,M06,3,0
INT-0161,M02,4,1
INT-0161,M03,4,1
INT-0161,M09,3,0
INT-0161,M15,4,1
INT-0162,M14,4,1
INT-0162,M05,4,1
INT-0162,M12,3,1
INT-0162,M06,4,0
INT-0162,M01,3,1
INT-0162,M03,3,1
INT-0162,M09,2,1
INT-0162,M13,4,1
INT-0162,M08,3,1
INT-0162,M10,4,1
INT-0162,M04,3,1
INT-0163,M10,4,1
INT-0163,M06,4,1
INT-0163,M08,3,0
INT-0163,M01,5,1
INT-0163,M14,4,1
INT-0163,M13,4,1
INT-0163,M15,3,1
INT-0163,M11,3,1
INT-0163,M12,5,1
INT-0163,M07,3,1
INT-0163,M04,4,1
INT-0164,M03,5,1
INT-0164,M12,4,1
INT-0164,M10,3,1
INT-0164,M15,3,1
INT-0164,M09,3,1
INT-0164,M07,3,1
INT-0165,M11,4,1
INT-0165,M14,4,1
INT-0165,M10,4,1
INT-0165,M02,3,1
INT-0165,M04,3,1
INT-0165,M05,4,1
INT-0165,M08,2,1
INT-0165,M01,4,1
INT-0165,M15,3,0
INT-0165,M09,3,1
INT-0165,M06,4,1
INT-0166,M09,2,1
INT-0166,M15,2,1
INT-0166,M02,4,1
INT-0166,M06,3,1
INT-0166,M14,3,0
INT-0166,M13,3,0
INT-0166,M11,3,1
INT-0166,M01,5,1
INT-0167,M10,3,1
INT-0167,M06,4,1
INT-0167,M13,1,0
INT-0167,M05,4,1
INT-0167,M08,3,0
INT-0167,M01,4,1
INT-0167,M12,3,1
INT-0167,M14,4,1
INT-0168,M04,4,1
INT-0168,M06,5,1
INT-0168,M09,4,1
INT-0168,M11,4,1
INT-0168,M14,3,1
INT-0169,M04,5,1
INT-0169,M05,3,0
INT-0169,M01,5,1
INT-0169,M07,3,1
INT-0169,M12,4,1
INT-0169,M11,4,1
INT-0169,M09,4,1
INT-0169,M02,4,1
INT-0169,M15,4,1
INT-0169,M08,2,1
INT-0170,M11,4,1
INT-0170,M03,3,0
INT-0170,M04,3,1
INT-0170,M05,3,1
INT-0170,M13,4,1
INT-0170,M02,3,1
INT-0170,M15,4,1
INT-0170,M08,4,1
INT-0170,M10,4,1
INT-0170,M01,3,1
INT-0171,M14,3,0
INT-0171,M15,3,0
INT-0171,M03,4,1
INT-0171,M06,3,1
INT-0171,M09,4,1
INT-0171,M10,4,1
INT-0171,M01,4,1
INT-0171,M08,3,1
INT-0172,M15,4,1
INT-0172,M09,2,0
INT-0172,M13,3,1
INT-0172,M04,3,1
INT-0172,M12,3,1
INT-0172,M14,4,1
INT-0172,M08,3,1
INT-0172,M01,4,1
INT-0173,M03,4,1
INT-0173,M12,3,0
INT-0173,M10,4,1
INT-0173,M01,4,1
INT-0173,M07,3,1
INT-0173,M14,4,1
INT-0173,M09,2,0
INT-0173,M11,4,1
INT-0173,M15,3,1
INT-0174,M08,2,0
INT-0174,M14,3,1
INT-0174,M06,3,0
INT-0174,M01,4,1
INT-0174,M13,4,0
INT-0174,M04,3,1
INT-0174,M12,3,1
INT-0174,M03,3,1
INT-0175,M13,3,1
INT-0175,M05,3,1
INT-0175,M01,4,1
INT-0175,M14,3,1
INT-0175,M12,3,1
INT-0175,M08,2,1
INT-0175,M04,4,1
INT-0175,M07,4,1
INT-0175,M09,3,1
INT-0175,M03,4,1
INT-0175,M10,2,1
INT-0176,M04,5,1
INT-0176,M10,2,0
INT-0176,M06,4,1
INT-0176,M08,3,1
INT-0176,M12,4,1
INT-0176,M11,3,1
INT-0176,M07,3,1
INT-0176,M03,4,1
INT-0176,M13,3,1
INT-0177,M04,4,1
INT-0177,M03,4,1
INT-0177,M09,2,1
INT-0177,M05,4,1
INT-0177,M10,4,1
INT-0177,M07,3,1
INT-0178,M12,2,1
INT-0178,M08,2,1
INT-0178,M06,3,1
INT-0178,M07,3,1
INT-0178,M05,3,0
INT-0178,M13,4,1
INT-0178,M09,2,0
INT-0178,M01,3,1
INT-0178,M14,4,1
INT-0179,M13,4,1
INT-0179,M07,2,1
INT-0179,M04,3,1
INT-0179,M12,3,1
INT-0179,M09,2,1
INT-0179,M01,4,0
INT-0179,M05,2,1
INT-0179,M15,3,1
INT-0179,M02,2,0
INT-0180,M15,4,1
INT-0180,M14,3,1
INT-0180,M04,2,1
INT-0180,M11,3,1
INT-0180,M05,4,1
INT-0180,M07,5,1
INT-0180,M09,3,1
INT-0180,M03,3,1
INT-0180,M13,3,1
INT-0180,M06,5,1
INT-0180,M12,2,0
INT-0181,M15,5,1
INT-0181,M11,3,1
INT-0181,M01,3,1
INT-0181,M12,3,1
INT-0181,M14,4,1
INT-0182,M07,4,1
INT-0182,M15,5,1
INT-0182,M03,3,1
INT-0182,M12,3,1
INT-0182,M11,5,1
INT-0182,M10,4,1
INT-0183,M04,4,1
INT-0183,M02,4,1
INT-0183,M07,5,1
INT-0183,M14,3,1
INT-0183,M13,4,1
INT-0183,M09,3,1
INT-0183,M01,4,1
INT-0183,M10,4,1
INT-0184,M06,4,1
INT-0184,M13,3,1
INT-0184,M10,4,1
INT-0184,M07,4,1
INT-0184,M11,4,1
INT-0184,M12,3,1
INT-0184,M03,4,1
INT-0184,M01,4,1
INT-0184,M05,3,1
INT-0184,M08,3,1
INT-0184,M09,3,1
INT-0185,M02,4,1
INT-0185,M08,4,1
INT-0185,M09,3,1
INT-0185,M13,3,0
INT-0185,M12,3,1
INT-0185,M03,3,1
INT-0185,M11,3,1
INT-0185,M05,4,1
INT-0185,M04,3,1
INT-0186,M08,2,1
INT-0186,M07,3,1
INT-0186,M15,2,0
INT-0186,M14,3,1
INT-0186,M02,3,1
INT-0186,M12,4,1
INT-0186,M03,3,1
INT-0186,M05,4,1
INT-0186,M01,4,1
INT-0186,M10,5,1
INT-0187,M05,3,1
INT-0187,M15,3,1
INT-0187,M10,4,1
INT-0187,M14,4,1
INT-0187,M09,2,1
INT-0187,M06,3,1
INT-0187,M08,2,1
INT-0187,M01,4,1
INT-0187,M12,3,1
INT-0188,M14,2,1
INT-0188,M13,4,1
INT-0188,M01,3,1
INT-0188,M05,4,1
INT-0188,M12,5,1
INT-0188,M02,4,1
INT-0188,M07,3,1
INT-0189,M15,3,0
INT-0189,M01,5,1
INT-0189,M04,4,1
INT-0189,M10,3,1
INT-0189,M12,3,1
INT-0189,M02,4,1
INT-0189,M07,4,1
INT-0189,M13,4,1
INT-0189,M03,3,1
INT-0189,M14,3,1
INT-0190,M14,1,0
INT-0190,M08,3,1
INT-0190,M05,3,1
INT-0190,M07,3,1
INT-0190,M13,2,1
INT-0190,M04,4,1
INT-0190,M06,4,1
INT-0190,M10,3,1
INT-0190,M03,4,1
INT-0191,M05,4,1
INT-0191,M03,3,1
INT-0191,M12,4,1
INT-0191,M11,5,1
INT-0191,M15,3,1
INT-0191,M02,3,0
INT-0191,M10,4,1
INT-0191,M13,4,1
INT-0191,M09,3,1
INT-0191,M08,3,1
INT-0191,M14,3,1
INT-0192,M10,3,0
INT-0192,M08,2,1
INT-0192,M09,2,1
INT-0192,M14,3,1
INT-0192,M05,2,0
INT-0192,M11,2,1
INT-0192,M13,3,1
INT-0192,M01,4,1
INT-0193,M09,3,1
INT-0193,M01,4,1
INT-0193,M05,4,1
INT-0193,M04,4,1
INT-0193,M06,3,1
INT-0193,M08,2,0
INT-0193,M02,4,1
INT-0193,M10,3,1
INT-0193,M07,4,1
INT-0193,M15,4,1
INT-0193,M11,5,1
INT-0194,M07,5,1
INT-0194,M04,3,1
INT-0194,M08,3,1
INT-0194,M09,4,1
INT-0194,M05,4,1
INT-0195,M12,5,1
INT-0195,M13,3,0
INT-0195,M06,3,0
INT-0195,M03,4,1
INT-0195,M15,3,1
INT-0195,M07,2,0
INT-0195,M09,2,1
INT-0196,M11,4,1
INT-0196,M03,4,1
INT-0196,M06,4,1
INT-0196,M13,3,1
INT-0196,M10,4,1
INT-0196,M05,4,1
INT-0196,M15,3,1
INT-0196,M09,3,1
INT-0196,M01,4,1
INT-0196,M02,4,1
INT-0196,M08,4,1
INT-0197,M13,3,1
INT-0197,M09,4,1
INT-0197,M05,5,1
INT-0197,M07,4,1
INT-0197,M04,3,1
INT-0198,M01,3,0
INT-0198,M14,4,1
INT-0198,M08,3,0
INT-0198,M15,4,1
INT-0198,M09,4,1
INT-0198,M12,3,1
INT-0198,M13,5,1
INT-0198,M02,4,0
INT-0199,M05,4,1
INT-0199,M01,5,1
INT-0199,M10,3,1
INT-0199,M04,4,1
INT-0199,M12,5,0
INT-0199,M15,3,0
INT-0199,M14,4,1
INT-0200,M08,3,1
INT-0200,M01,5,1
INT-0200,M04,4,1
INT-0200,M09,3,0
INT-0200,M06,4,1
INT-0200,M05,3,1
INT-0200,M03,4,1
INT-0200,M11,5,1
INT-0201,M11,4,1
INT-0201,M12,4,1
INT-0201,M06,5,1
INT-0201,M14,4,1
INT-0201,M13,4,1
INT-0202,M07,3,1
INT-0202,M14,3,1
INT-0202,M06,3,1
INT-0202,M01,3,1
INT-0202,M05,3,1
INT-0202,M11,5,1
INT-0202,M13,4,1
INT-0202,M04,4,1
INT-0203,M09,3,1
INT-0203,M14,4,1
INT-0203,M05,5,1
INT-0203,M15,5,1
INT-0203,M10,4,1
INT-0203,M11,4,1
INT-0203,M01,5,1
INT-0203,M02,5,0
INT-0203,M12,3,1
INT-0203,M13,3,1
INT-0203,M08,4,1
INT-0204,M11,3,1
INT-0204,M14,3,1
INT-0204,M07,4,1
INT-0204,M05,4,1
INT-0204,M06,3,1
INT-0204,M01,4,1
INT-0204,M08,2,0
INT-0204,M13,3,1
INT-0204,M09,3,0
INT-0204,M15,4,1
INT-0204,M03,4,1
INT-0205,M06,3,1
INT-0205,M14,4,1
INT-0205,M08,2,1
INT-0205,M02,5,1
INT-0205,M01,4,1
INT-0205,M10,3,1
INT-0206,M03,4,1
INT-0206,M05,3,1
INT-0206,M08,3,0
INT-0206,M06,3,0
INT-0206,M09,2,1
INT-0207,M07,3,1
INT-0207,M02,5,1
INT-0207,M11,4,1
INT-0207,M14,2,1
INT-0207,M08,3,0
INT-0207,M09,3,1
INT-0207,M04,4,1
INT-0207,M06,3,1
INT-0207,M10,2,1
INT-0207,M03,4,1
INT-0207,M12,4,1
INT-0208,M13,4,1
INT-0208,M12,3,1
INT-0208,M03,3,1
INT-0208,M10,5,1
INT-0208,M14,3,1
INT-0208,M08,3,0
INT-0208,M01,4,0
INT-0208,M02,5,1
INT-0208,M11,4,1
INT-0209,M10,3,1
INT-0209,M03,4,1
INT-0209,M15,3,1
INT-0209,M04,4,1
INT-0209,M09,3,0
INT-0209,M12,3,1
INT-0209,M02,5,1
INT-0209,M11,3,1
INT-0209,M07,3,1
INT-0209,M14,3,1
INT-0210,M06,3,1
INT-0210,M09,4,1
INT-0210,M04,4,1
INT-0210,M01,5,1
INT-0210,M13,3,1
INT-0210,M02,5,0
INT-0211,M11,4,1
INT-0211,M08,3,1
INT-0211,M02,5,1
INT-0211,M04,3,0
INT-0211,M05,3,1
INT-0211,M09,3,1
INT-0211,M06,5,1
INT-0211,M15,3,1
INT-0211,M14,4,1
INT-0212,M10,4,1
INT-0212,M08,3,1
INT-0212,M05,4,1
INT-0212,M06,4,1
INT-0212,M13,3,1
INT-0212,M14,4,1
INT-0212,M11,4,1
INT-0212,M12,4,1
INT-0212,M09,2,1
INT-0212,M04,4,1
INT-0213,M13,3,1
INT-0213,M11,3,1
INT-0213,M06,3,1
INT-0213,M07,3,0
INT-0213,M02,2,1
INT-0213,M03,5,1
INT-0213,M14,3,1
INT-0214,M01,5,1
INT-0214,M10,3,1
INT-0214,M14,4,1
INT-0214,M07,3,0
INT-0214,M08,4,1
INT-0214,M15,3,0
INT-0214,M11,4,1
INT-0215,M07,4,1
INT-0215,M03,3,1
INT-0215,M14,2,0
INT-0215,M08,4,1
INT-0215,M06,4,1
INT-0216,M15,3,0
INT-0216,M11,4,1
INT-0216,M12,2,1
INT-0216,M05,4,1
INT-0216,M08,3,1
INT-0217,M14,4,1
INT-0217,M15,3,1
INT-0217,M08,4,1
INT-0217,M09,3,1
INT-0217,M02,4,1
INT-0217,M07,3,1
INT-0218,M03,5,1
INT-0218,M10,3,1
INT-0218,M15,3,1
INT-0218,M12,4,1
INT-0218,M09,3,1
INT-0218,M06,3,1
INT-0218,M13,3,1
INT-0218,M02,5,1
INT-0218,M05,3,1
INT-0218,M14,3,0
INT-0219,M15,3,1
INT-0219,M14,5,1
INT-0219,M09,2,1
INT-0219,M04,3,1
INT-0219,M12,4,0
INT-0219,M02,3,1
INT-0219,M07,4,1
INT-0219,M13,4,1
INT-0220,M12,3,1
INT-0220,M15,4,1
INT-0220,M07,3,1
INT-0220,M01,4,1
INT-0220,M04,5,1
INT-0220,M06,4,1
INT-0220,M10,3,0
INT-0220,M14,3,0
INT-0220,M02,4,1
INT-0220,M09,3,1
INT-0221,M05,4,1
INT-0221,M13,3,1
INT-0221,M01,5,1
INT-0221,M10,4,1
INT-0221,M14,3,1
INT-0221,M08,3,0
INT-0221,M11,5,1
INT-0222,M01,4,1
INT-0222,M07,5,1
INT-0222,M12,3,1
INT-0222,M04,3,1
INT-0222,M05,4,1
INT-0222,M02,5,1
INT-0223,M12,4,1
INT-0223,M02,4,1
INT-0223,M10,5,1
INT-0223,M01,5,1
INT-0223,M14,5,1
INT-0223,M05,4,1
INT-0223,M15,3,1
INT-0223,M07,5,0
INT-0224,M08,2,1
INT-0224,M03,4,0
INT-0224,M02,3,0
INT-0224,M11,3,1
INT-0224,M14,3,1
INT-0225,M10,4,1
INT-0225,M09,2,0
INT-0225,M07,2,1
INT-0225,M03,4,1
INT-0225,M15,4,1
INT-0225,M06,4,1
INT-0225,M11,4,1
INT-0225,M13,3,1
INT-0225,M01,4,1
INT-0225,M02,4,1
INT-0226,M06,3,1
INT-0226,M02,2,1
INT-0226,M03,4,1
INT-0226,M07,3,1
INT-0226,M12,3,1
INT-0226,M01,4,1
INT-0226,M05,3,0
INT-0226,M13,4,1
INT-0227,M06,2,1
INT-0227,M03,4,1
INT-0227,M08,1,1
INT-0227,M15,3,0
INT-0227,M12,4,1
INT-0227,M11,3,1
INT-0227,M13,3,1
INT-0227,M07,3,1
INT-0228,M03,4,1
INT-0228,M12,4,0
INT-0228,M10,4,1
INT-0228,M14,4,1
INT-0228,M07,5,1
INT-0228,M08,3,1
INT-0228,M11,4,1
INT-0228,M09,3,0
INT-0228,M06,4,0
INT-0228,M01,4,1
INT-0229,M07,4,1
INT-0229,M06,4,1
INT-0229,M15,3,1
INT-0229,M02,4,1
INT-0229,M01,4,1
INT-0229,M08,3,1
INT-0229,M10,3,1
INT-0229,M11,4,1
INT-0229,M05,4,1
INT-0230,M06,3,1
INT-0230,M05,2,0
INT-0230,M12,4,1
INT-0230,M14,4,1
INT-0230,M03,4,1
INT-0230,M02,4,1
INT-0230,M04,4,1
INT-0230,M10,4,1
INT-0231,M14,4,1
INT-0231,M04,5,1
INT-0231,M06,3,1
INT-0231,M11,3,0
INT-0231,M03,4,1
INT-0231,M05,4,0
INT-0231,M12,4,0
INT-0232,M09,2,0
INT-0232,M06,3,1
INT-0232,M10,5,1
INT-0232,M01,4,1
INT-0232,M04,4,1
INT-0232,M13,4,1
INT-0233,M10,5,1
INT-0233,M03,4,1
INT-0233,M05,3,1
INT-0233,M13,4,1
INT-0233,M08,3,1
INT-0233,M14,4,1
INT-0234,M04,3,1
INT-0234,M01,5,1
INT-0234,M11,4,1
INT-0234,M05,4,1
INT-0234,M09,3,1
INT-0234,M12,3,1
INT-0234,M07,5,1
INT-0234,M03,3,1
INT-0235,M13,4,1
INT-0235,M06,4,1
INT-0235,M08,2,1
INT-0235,M05,3,1
INT-0235,M09,3,1
INT-0235,M04,3,1
INT-0235,M11,4,1
INT-0235,M10,4,1
INT-0236,M02,4,1
INT-0236,M11,3,1
INT-0236,M12,4,1
INT-0236,M03,3,1
INT-0236,M04,3,1
INT-0236,M06,5,1
INT-0236,M07,4,1
INT-0236,M08,3,1
INT-0236,M15,3,1
INT-0236,M14,3,0
INT-0237,M05,3,0
INT-0237,M09,3,0
INT-0237,M01,3,0
INT-0237,M06,4,1
INT-0237,M04,4,1
INT-0237,M02,5,0
INT-0237,M03,3,1
INT-0237,M14,3,1
INT-0238,M08,2,1
INT-0238,M03,4,1
INT-0238,M09,3,1
INT-0238,M01,3,1
INT-0238,M06,5,1
INT-0238,M02,4,1
INT-0238,M04,4,1
INT-0238,M14,2,1
INT-0238,M15,4,1
INT-0238,M10,3,0
INT-0238,M11,2,1
INT-0239,M02,4,1
INT-0239,M15,3,1
INT-0239,M10,2,1
INT-0239,M05,4,1
INT-0239,M08,4,1
INT-0240,M06,2,1
INT-0240,M10,3,0
INT-0240,M02,4,1
INT-0240,M01,4,1
INT-0240,M05,3,1
INT-0240,M04,4,1
INT-0240,M15,2,1
INT-0240,M13,3,1
INT-0240,M12,4,1
INT-0241,M15,3,1
INT-0241,M04,3,1
INT-0241,M07,4,1
INT-0241,M12,3,1
INT-0241,M03,3,1
INT-0241,M09,4,1
INT-0241,M08,4,1
INT-0242,M12,4,1
INT-0242,M03,4,1
INT-0242,M14,4,1
INT-0242,M02,5,1
INT-0242,M10,4,1
INT-0243,M15,3,0
INT-0243,M01,5,1
INT-0243,M13,5,1
INT-0243,M08,3,1
INT-0243,M03,4,1
INT-0243,M04,5,1
INT-0244,M13,3,0
INT-0244,M11,4,1
INT-0244,M10,4,1
INT-0244,M02,5,1
INT-0244,M01,5,1
INT-0244,M12,3,1
INT-0244,M14,4,1
INT-0244,M08,2,1
INT-0244,M15,3,1
INT-0245,M09,4,1
INT-0245,M04,3,1
INT-0245,M06,4,1
INT-0245,M10,5,1
INT-0245,M11,5,1
INT-0246,M08,4,1
INT-0246,M11,4,1
INT-0246,M01,3,0
INT-0246,M09,4,1
INT-0246,M15,5,1
INT-0246,M12,4,1
INT-0246,M05,4,0
INT-0246,M10,5,1
INT-0247,M02,4,1
INT-0247,M13,3,0
INT-0247,M14,3,0
INT-0247,M03,4,1
INT-0247,M05,5,1
INT-0247,M15,4,1
INT-0247,M11,5,1
INT-0248,M03,3,1
INT-0248,M02,4,1
INT-0248,M06,3,0
INT-0248,M14,3,1
INT-0248,M10,4,1
INT-0248,M11,5,1
INT-0248,M05,3,1
INT-0248,M13,3,1
INT-0248,M08,3,1
INT-0249,M03,5,1
INT-0249,M12,4,1
INT-0249,M02,4,1
INT-0249,M10,5,1
INT-0249,M04,4,1
INT-0249,M08,2,0
INT-0249,M13,3,1
INT-0250,M06,4,1
INT-0250,M13,4,1
INT-0250,M01,5,0
INT-0250,M10,4,1
INT-0250,M08,4,1
